WORDCOUNTS,WEIGHT
the,218
of,159
and,121
a,97
to,90
in,81
is,65
it,48
his,46
that,46
he,44
for,37
mr,33
with,31
wells,27
as,26
i,26
but,25
s,25
not,23
this,22
there,21
was,20
which,18
have,16
at,15
by,15
t,15
more,15
all,15
are,15
has,15
be,15
or,14
these,14
we,14
into,13
on,13
polly,13
an,13
you,12
had,12
than,12
no,11
they,11
one,11
any,11
himself,9
him,9
can,9
who,8
us,8
from,8
social,8
book,8
out,8
upon,8
our,8
first,8
does,7
fiction,7
english,7
history,7
most,7
being,7
my,7
time,7
uncle,7
man,7
other,7
novelist,7
less,7
some,7
novels,7
story,7
will,6
did,6
great,6
perhaps,6
little,6
like,6
would,6
so,6
been,5
indeed,5
h,5
ever,5
only,5
might,5
over,5
your,5
very,5
do,5
those,5
say,5
people,5
since,5
pentstemon,5
g,5
writer,5
kind,5
kipps,5
men,5
journal,5
much,5
beauty,5
said,4
if,4
both,4
their,4
genius,4
me,4
character,4
same,4
too,4
must,4
she,4
think,4
stories,4
best,4
creative,4
ponderevo,4
punt,4
exuberance,4
blind,4
tales,4
see,4
when,4
art,4
reader,4
its,4
author,4
finally,4
good,4
high,4
after,4
grow,4
mrs,4
always,4
even,4
should,4
am,4
dickens,4
given,3
now,3
done,3
may,3
without,3
way,3
short,3
providence,3
goes,3
prophet,3
brilliantly,3
large,3
artist,3
suppose,3
about,3
criticism,3
yet,3
worlds,3
modern,3
comic,3
under,3
greater,3
literary,3
before,3
days,3
chief,3
sometimes,3
followed,3
sociologist,3
power,3
give,3
later,3
many,3
novel,3
fact,3
called,3
rich,3
scene,3
take,3
evident,3
mind,3
didn,3
where,3
what,3
war,3
used,3
them,3
form,3
meet,3
shape,3
degree,3
well,3
don,3
invisible,3
work,3
true,3
purpose,3
far,3
content,3
food,3
such,3
write,3
instead,3
things,3
stratton,3
taste,3
epoch,3
between,3
breaking,3
humor,3
early,3
humorist,2
second,2
m,2
back,2
minor,2
note,2
george,2
science,2
scientific,2
inn,2
rule,2
how,2
prose,2
subject,2
critical,2
everyone,2
page,2
suburban,2
alone,2
whatever,2
began,2
certain,2
got,2
wistful,2
allegorical,2
alive,2
fantasy,2
get,2
completely,2
soul,2
adventure,2
country,2
favor,2
old,2
giants,2
sociological,2
general,2
light,2
grace,2
romance,2
beyond,2
physical,2
stark,2
lead,2
blood,2
disdain,2
utopia,2
here,2
left,2
greatness,2
mysterious,2
admiration,2
possesses,2
appear,2
conceived,2
similarly,2
ave,2
friends,2
love,2
words,2
romances,2
idea,2
studied,2
crowd,2
able,2
incident,2
new,2
excite,2
real,2
away,2
big,2
never,2
play,2
technical,2
sublimities,2
want,2
trinity,2
dr,2
spiritual,2
mere,2
plain,2
merry,2
dream,2
gods,2
brilliant,2
having,2
years,2
earnestness,2
another,2
long,2
cluck,2
father,2
hungry,2
made,2
presented,2
heart,2
potwell,2
mastery,2
combination,2
part,2
wedding,2
wonder,2
humour,2
significant,2
living,2
size,2
broad,2
writing,2
human,2
call,2
come,2
surely,2
nevertheless,2
until,2
remington,2
immediate,2
grinny,2
utopian,2
own,2
three,2
moral,2
earth,2
makes,2
characteristic,2
creating,2
leave,2
smith,2
passionate,2
piece,2
order,2
off,2
claim,2
remains,2
elements,2
nor,2
imagination,2
quick,2
hain,2
marriage,2
imaginative,2
growth,2
young,2
nobody,2
france,2
rest,2
dear,2
world,2
among,2
recent,2
vulgar,2
talent,2
though,2
once,2
stummik,2
admirable,2
perfect,1
final,1
critics,1
horror,1
carried,1
farce,1
woof,1
rights,1
reminding,1
ending,1
evening,1
therefore,1
foot,1
rant,1
laughed,1
gerald,1
dead,1
draper,1
noteworthy,1
undoubted,1
owes,1
names,1
exhibit,1
temperament,1
peers,1
reduced,1
glittering,1
olds,1
publication,1
matter,1
immortality,1
sins,1
aven,1
generalization,1
innocent,1
higher,1
common,1
noble,1
continued,1
steadily,1
rather,1
tisn,1
sets,1
aim,1
camp,1
induces,1
chance,1
productions,1
inventiveness,1
enlivened,1
tedious,1
groups,1
narrator,1
monsters,1
happily,1
vision,1
hide,1
pretends,1
devolves,1
practical,1
turns,1
nonsense,1
surprisingly,1
aunt,1
coy,1
sort,1
truth,1
burdening,1
neglecting,1
vague,1
career,1
pathos,1
then,1
wait,1
elaborating,1
tide,1
theorizing,1
brief,1
machine,1
ampler,1
doctrine,1
process,1
assurance,1
extension,1
remote,1
cared,1
success,1
sensitive,1
reason,1
muddle,1
added,1
deliberately,1
view,1
ultimate,1
diagnose,1
still,1
opportunity,1
harry,1
examined,1
darkness,1
force,1
term,1
congenial,1
collision,1
insufficiency,1
predilection,1
aspirations,1
humorously,1
wheels,1
expect,1
boy,1
trafford,1
unsuccessful,1
importance,1
b,1
wind,1
rapidly,1
movement,1
marrying,1
haphazard,1
length,1
direct,1
terms,1
complex,1
memorable,1
conflicts,1
desperately,1
allegory,1
direction,1
why,1
whole,1
special,1
positive,1
fancy,1
muchness,1
forgot,1
often,1
unusual,1
construction,1
weddingand,1
essays,1
fragment,1
fall,1
recurs,1
reflections,1
aestheticism,1
bealby,1
partridge,1
attracted,1
scattered,1
space,1
live,1
miscellaneous,1
respect,1
precious,1
constitutes,1
ways,1
muddling,1
observer,1
stumble,1
itself,1
understand,1
tooth,1
ferment,1
category,1
salvation,1
sure,1
paradox,1
instantly,1
ulterior,1
susan,1
typethe,1
whose,1
sensationalism,1
spirit,1
willie,1
god,1
inspiration,1
excellent,1
chronology,1
identifiable,1
matters,1
detail,1
family,1
key,1
neither,1
coining,1
disturb,1
intellectually,1
empty,1
brawn,1
curiously,1
title,1
occurred,1
softness,1
curious,1
emergence,1
sketches,1
extinction,1
modestly,1
fifteen,1
reformer,1
richer,1
shares,1
marks,1
complacency,1
delight,1
just,1
elected,1
girls,1
economics,1
entertainer,1
seducing,1
air,1
entertaining,1
something,1
every,1
pickwick,1
comes,1
house,1
sheer,1
political,1
trifle,1
exasperating,1
university,1
centipede,1
fictions,1
gargantuan,1
turning,1
odds,1
illustrated,1
mushroom,1
disturbances,1
magnificently,1
strings,1
experience,1
unusually,1
various,1
elp,1
tenacity,1
goodness,1
prehistoric,1
exploited,1
came,1
bushel,1
additional,1
oceans,1
anything,1
remarked,1
sit,1
resemblance,1
implied,1
surface,1
stuffed,1
else,1
explaining,1
satisfactory,1
volume,1
gentleman,1
irritant,1
er,1
invention,1
letting,1
whom,1
moreau,1
leader,1
fire,1
begin,1
symbol,1
relies,1
interludes,1
recall,1
also,1
amount,1
en,1
useful,1
age,1
resuming,1
strenuously,1
law,1
setting,1
set,1
impertinence,1
herein,1
care,1
civilization,1
crumb,1
bulk,1
peering,1
metaphysical,1
bullett,1
opinion,1
unvenerable,1
use,1
height,1
know,1
pity,1
again,1
acutely,1
natural,1
ears,1
incongruously,1
familiar,1
overwhelming,1
varies,1
put,1
intellectual,1
stray,1
absurd,1
beautiful,1
each,1
ourselves,1
experienced,1
dreams,1
concede,1
generously,1
environment,1
j,1
nature,1
scientist,1
expressed,1
finest,1
dreaming,1
affront,1
longer,1
possibilities,1
lack,1
immense,1
seriously,1
suddenly,1
coincidence,1
crannies,1
nothing,1
believe,1
fundamental,1
spelling,1
gadabout,1
tradition,1
boyhood,1
ubiquitous,1
marvels,1
could,1
nineties,1
down,1
straightforward,1
striking,1
mortimer,1
medicine,1
succumb,1
found,1
sterne,1
sensational,1
expense,1
preaching,1
half,1
appeared,1
strength,1
ought,1
joy,1
wrote,1
comedy,1
refined,1
micawber,1
elfrid,1
toby,1
temptation,1
serene,1
satire,1
attempt,1
nobility,1
inevitably,1
pretense,1
particularly,1
arraignment,1
brothers,1
break,1
scenes,1
aloud,1
coarsenesses,1
moon,1
personages,1
thinking,1
reply,1
faults,1
fallen,1
end,1
written,1
wins,1
flounder,1
fills,1
misled,1
shopkeeping,1
constant,1
doubt,1
covering,1
clearly,1
dratted,1
considerable,1
fashion,1
comparable,1
distinctive,1
help,1
preacher,1
almost,1
introduces,1
achieved,1
married,1
enlarge,1
machiavelli,1
masterpiece,1
temper,1
sunlit,1
delicious,1
simple,1
works,1
demonstrator,1
flaccid,1
fear,1
lent,1
masters,1
humorous,1
deft,1
better,1
person,1
hint,1
enough,1
conspicuously,1
board,1
prescribing,1
impression,1
hand,1
drinking,1
parson,1
clarity,1
pure,1
beginning,1
fame,1
heartening,1
patent,1
medical,1
born,1
opposite,1
equal,1
wit,1
let,1
manner,1
breaks,1
pea,1
omitting,1
enjoyment,1
job,1
behind,1
purposes,1
warp,1
fiddle,1
attempted,1
wistfulness,1
lecturer,1
unique,1
annie,1
implicit,1
whether,1
relevant,1
contents,1
surprises,1
recently,1
phrases,1
persons,1
table,1
routed,1
cannot,1
nat,1
lesson,1
mistress,1
particular,1
suspect,1
funeral,1
energy,1
vivid,1
record,1
verse,1
fused,1
existence,1
cracks,1
advertises,1
xiv,1
fondness,1
absurdly,1
larkins,1
writes,1
belief,1
microcosm,1
conferences,1
pulsing,1
confession,1
books,1
find,1
conquer,1
delicacy,1
trivial,1
king,1
identification,1
method,1
triumph,1
listen,1
romancer,1
apt,1
everything,1
earlier,1
harnessed,1
poor,1
while,1
number,1
going,1
argument,1
incubating,1
appetite,1
remedies,1
security,1
affair,1
day,1
right,1
discourse,1
violent,1
justifies,1
side,1
fight,1
voice,1
parable,1
gardens,1
theological,1
agreed,1
diction,1
probing,1
capable,1
bar,1
logical,1
politics,1
intrude,1
machinery,1
clumsy,1
nowadays,1
quality,1
literature,1
vigor,1
illustrate,1
absolute,1
collins,1
middle,1
disentangle,1
inconvenience,1
popular,1
degenerate,1
nucleus,1
dialogue,1
delighted,1
reaction,1
lodging,1
already,1
phenomena,1
contempt,1
splendid,1
pander,1
gatherings,1
vital,1
suggestion,1
characters,1
masterly,1
fine,1
inexplicable,1
ruled,1
taking,1
romanticism,1
homilies,1
peace,1
snobbish,1
characterization,1
except,1
affinity,1
bathed,1
through,1
outwardly,1
city,1
enormous,1
example,1
wasting,1
resources,1
politician,1
knowledge,1
straining,1
secret,1
became,1
apply,1
mucked,1
autobiographers,1
malevolently,1
duty,1
aged,1
crying,1
genial,1
solemn,1
thoughts,1
die,1
description,1
omit,1
lies,1
perpetually,1
host,1
nothingness,1
assumptions,1
unhappy,1
lecture,1
went,1
happens,1
waste,1
acute,1
expression,1
sketched,1
confidence,1
gave,1
feasting,1
treatise,1
describe,1
island,1
convenience,1
discoursing,1
says,1
wonderful,1
collection,1
during,1
place,1
preposterous,1
triumphantly,1
advises,1
make,1
equipped,1
huxley,1
presently,1
diversity,1
challenges,1
contains,1
authorship,1
mention,1
lower,1
bed,1
pleasure,1
point,1
blundered,1
increasingly,1
britling,1
exhibited,1
lady,1
poaching,1
nubblicks,1
rare,1
teeth,1
thus,1
invented,1
device,1
chapters,1
lapses,1
throughout,1
were,1
fantastic,1
mistaken,1
personal,1
full,1
impatience,1
previous,1
lewisham,1
unawares,1
cry,1
ends,1
fun,1
peculiar,1
festivacious,1
resents,1
reverend,1
giving,1
queer,1
ultimately,1
riches,1
undying,1
recording,1
manage,1
englishman,1
sea,1
severe,1
defect,1
touch,1
conscience,1
humors,1
contriving,1
lusty,1
horizon,1
ethical,1
open,1
discursive,1
inevitable,1
edification,1
clear,1
nephew,1
falstaff,1
initial,1
passion,1
quest,1
against,1
reality,1
endowment,1
approach,1
manifestation,1
realized,1
restraint,1
habit,1
silent,1
de,1
group,1
reputation,1
poetry,1
aided,1
accidentalism,1
preceded,1
ow,1
evils,1
arnold,1
excites,1
moment,1
mixed,1
speaking,1
keep,1
commonplace,1
dots,1
adornment,1
successful,1
statesman,1
eggs,1
exasperated,1
rate,1
ye,1
period,1
anger,1
discover,1
prodigious,1
function,1
darknesses,1
seized,1
pathetic,1
february,1
century,1
bold,1
son,1
doing,1
laugh,1
multitude,1
tinged,1
accurate,1
thing,1
plausibility,1
losing,1
canoes,1
phrase,1
quite,1
adam,1
remembering,1
knockabout,1
mused,1
event,1
immediately,1
amidst,1
speculative,1
bath,1
classification,1
life,1
roughly,1
loose,1
patch,1
honest,1
several,1
comparison,1
fielding,1
needs,1
graphic,1
characteristics,1
ries,1
sufficient,1
observation,1
sanity,1
problems,1
infrequently,1
lumpin,1
subjects,1
subserve,1
floating,1
endeavoring,1
command,1
trying,1
undertone,1
machines,1
assumed,1
idyl,1
root,1
feet,1
normal,1
corruption,1
gal,1
drifts,1
become,1
disturbs,1
jolly,1
themselves,1
shadows,1
desk,1
enabled,1
compared,1
vive,1
justify,1
narrative,1
third,1
adams,1
incontestable,1
pronunciation,1
differing,1
misleading,1
wicked,1
amber,1
sits,1
occasions,1
earnest,1
mechanical,1
powerfully,1
prefatory,1
profit,1
clever,1
stylist,1
objectively,1
irresistible,1
patience,1
hybrid,1
fling,1
indulges,1
up,1
london,1
assistants,1
sickliness,1
element,1
wish,1
translate,1
unqualified,1
handling,1
slightly,1
delicate,1
skilfully,1
abandoned,1
definitely,1
bennett,1
victorian,1
wife,1
figures,1
swaller,1
glance,1
save,1
need,1
strong,1
irony,1
propositions,1
priestly,1
roots,1
blame,1
guard,1
effect,1
value,1
occasion,1
revelry,1
evidence,1
surreptitiously,1
loved,1
gross,1
flavor,1
primrose,1
generation,1
fiery,1
fork,1
incarnation,1
frankly,1
baggage,1
student,1
infinite,1
race,1
according,1
master,1
bothered,1
isn,1
enjoy,1
applies,1
major,1
evidently,1
keeping,1
reluctant,1
visit,1
unity,1
ingenuous,1
likely,1
